Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,HomePlanet,CryoSleep,Destination,VIP,Cabin_Deck,Cabin_Number,Cabin_Side,Passenger_Group,Passenger_Number,Transported
39.0,0.0,43.0,864.0,0.0,85.0,Earth,False,TRAPPIST-1e,False,E,113,P,1855,02,False
22.0,8.0,710.0,0.0,27.0,0.0,Earth,False,TRAPPIST-1e,False,F,368,P,1856,01,True
31.0,120.0,0.0,657.0,52.0,0.0,Mars,False,55 Cancri e,False,D,63,S,1857,01,False
24.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,357,S,1859,01,True
35.0,0.0,1.0,0.0,0.0,3156.0,Europa,False,TRAPPIST-1e,True,A,13,P,1860,01,False
35.0,95.0,3441.0,0.0,391.0,318.0,Europa,False,55 Cancri e,False,A,13,P,1860,02,False
32.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,358,S,1861,01,True
61.0,953.0,415.0,974.0,0.0,133.0,Mars,False,TRAPPIST-1e,False,F,358,S,1861,02,False
58.0,14.0,0.0,1081.0,0.0,0.0,Earth,False,55 Cancri e,False,F,370,P,1863,01,True
26.0,1752.0,22.0,0.0,4.0,566.3333333333334,Mars,False,TRAPPIST-1e,False,D,64,S,1864,01,False
4.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,292,S,1865,01,False
1.0,0.0,0.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,G,292,S,1865,02,False
8.0,0.0,0.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,G,292,S,1865,03,True
7.0,0.0,0.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,G,292,S,1865,04,False
25.0,0.0,60.0,0.0,646.0,1115.0,Earth,False,TRAPPIST-1e,False,G,292,S,1865,05,False
6.0,0.0,0.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,G,292,S,1865,06,False
29.0,0.0,0.0,0.0,0.0,865.0,Earth,False,TRAPPIST-1e,False,F,371,P,1866,01,False
64.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,372,P,1868,01,True
31.0,0.0,1983.0,0.0,172.0,52.0,Europa,False,TRAPPIST-1e,False,C,70,S,1871,01,True
25.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,E,139,S,1872,01,False
30.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,293,S,1873,01,True
0.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,305,P,1874,01,False
29.0,0.0,0.0,0.0,486.0,1479.0,Earth,False,PSO J318.5-22,False,F,374,P,1874,02,False
37.0,28.0,25.0,26.0,806.0,3.0,Earth,False,TRAPPIST-1e,False,G,306,P,1877,01,False
49.0,0.0,0.0,0.0,724.0,0.0,Earth,False,TRAPPIST-1e,False,F,375,P,1878,01,False
36.0,0.0,583.0,1789.0,19.0,1009.0,Europa,False,TRAPPIST-1e,False,D,58,P,1879,01,False
20.0,470.0,128.0,0.0,0.0,9.0,Earth,False,55 Cancri e,False,F,376,P,1880,01,False
20.0,2215.0,0.0,0.0,86.0,0.0,Earth,False,TRAPPIST-1e,False,F,377,P,1881,01,True
18.0,0.0,5840.0,72.0,0.0,15.0,Europa,False,55 Cancri e,False,C,71,S,1882,01,True
17.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,00,00,00,1882,02,True
48.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,E,140,S,1884,01,False
26.0,0.0,3.0,176.0,611.0,0.0,Earth,False,TRAPPIST-1e,False,E,141,S,1886,01,False
35.0,0.0,88.0,718.0,46.0,0.0,Earth,False,TRAPPIST-1e,False,G,295,S,1887,01,False
30.0,116.0,0.0,0.0,728.0,29.0,Earth,False,TRAPPIST-1e,False,F,361,S,1888,01,True
22.0,0.0,0.0,22.0,0.0,702.0,Earth,False,TRAPPIST-1e,False,F,378,P,1889,01,False
5.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,307,P,1889,02,False
43.0,0.0,0.0,0.0,0.0,0.0,Earth,True,55 Cancri e,False,G,308,P,1890,01,False
52.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,E,142,S,1891,01,False
50.0,5.0,809.0,0.0,309.0,731.0,Europa,False,TRAPPIST-1e,False,D,59,P,1892,01,True
29.0,4.0,841.0,0.0,363.0,1107.0,Europa,False,TRAPPIST-1e,False,00,00,00,1892,02,True
19.0,0.0,748.0,158.0,3926.0,44.0,Europa,False,55 Cancri e,False,D,59,P,1892,03,False
39.0,0.0,5840.0,1.0,78.0,3854.0,Europa,False,55 Cancri e,False,C,72,S,1897,01,True
38.0,0.0,354.0,0.0,1806.0,0.0,Europa,False,TRAPPIST-1e,False,C,72,S,1897,02,True
21.0,0.0,0.0,0.0,0.0,0.0,Earth,True,55 Cancri e,False,G,296,S,1898,01,False
25.0,11.0,44.0,397.0,0.0,0.0,Earth,False,PSO J318.5-22,False,G,297,S,1899,01,False
42.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,A,14,P,1901,01,True
36.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,A,14,P,1901,02,True
19.0,42.0,0.0,345.0,1431.0,0.0,Earth,False,TRAPPIST-1e,False,G,298,S,1902,01,False
42.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,309,P,1903,01,False
40.0,1465.0,39.0,0.0,0.0,1225.0,Earth,False,55 Cancri e,False,F,364,S,1905,01,False
14.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,299,S,1906,01,False
50.0,190.33333333333334,1810.0,0.0,126.0,247.0,Europa,False,TRAPPIST-1e,False,D,60,P,1907,01,False
18.0,1218.0,0.0,34.0,1095.0,0.0,Mars,False,TRAPPIST-1e,False,E,115,P,1908,01,False
46.0,8.0,652.0,0.0,5.0,90.0,Earth,False,TRAPPIST-1e,False,G,300,S,1911,01,False
33.0,0.0,51.0,0.0,37.0,704.0,Earth,False,TRAPPIST-1e,False,E,116,P,1915,01,False
15.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,D,61,P,1916,01,True
22.0,1744.0,79.0,0.0,12.0,1514.0,Europa,False,55 Cancri e,False,D,61,P,1916,02,False
0.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,A,23,S,1918,01,False
52.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,A,23,S,1918,02,True
38.0,34.0,2043.0,0.0,1339.0,0.0,Europa,False,TRAPPIST-1e,False,A,23,S,1918,03,True
46.0,731.0,0.0,288.0,0.0,2.0,Mars,False,TRAPPIST-1e,False,E,117,P,1920,01,False
23.0,0.0,0.0,0.0,0.0,0.0,Earth,True,55 Cancri e,False,G,303,S,1922,01,False
63.0,0.0,4286.0,18.0,4.0,872.0,Europa,False,TRAPPIST-1e,False,C,65,P,1923,01,True
24.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,C,65,P,1923,02,True
50.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,304,S,1925,01,False
20.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,305,S,1926,01,False
55.0,2424.0,0.0,1.0,0.0,284.0,Mars,False,TRAPPIST-1e,False,D,66,S,1927,01,False
21.0,0.0,0.0,107.0,166.0,388.0,Earth,False,PSO J318.5-22,False,E,144,S,1928,01,True
56.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,C,73,S,1931,01,True
45.0,10.0,0.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,E,118,P,1933,01,True
18.0,0.0,0.0,0.0,0.0,0.0,Earth,True,55 Cancri e,False,G,307,S,1935,01,False
47.0,7.0,877.0,17.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,F,368,S,1937,01,False
36.0,0.0,0.0,1508.0,110.0,117.0,Earth,False,TRAPPIST-1e,False,F,369,S,1938,01,True
57.0,975.0,0.0,295.0,39.0,0.0,Mars,False,TRAPPIST-1e,True,F,385,P,1939,01,False
13.0,2803.0,10.0,43.0,0.0,0.0,Mars,False,TRAPPIST-1e,False,D,62,P,1939,02,False
27.0,120.0,0.0,1476.0,3.0,0.0,Mars,False,TRAPPIST-1e,False,F,386,P,1940,01,False
20.0,717.0,0.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,F,370,S,1941,01,False
47.0,0.0,444.0,328.0,56.0,1040.0,Earth,False,TRAPPIST-1e,False,G,312,P,1942,01,False
15.0,0.0,0.0,787.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,E,120,P,1945,01,False
34.0,0.0,0.0,53.0,731.0,0.0,Earth,False,TRAPPIST-1e,False,G,313,P,1946,01,False
21.0,942.0,0.0,0.0,0.0,7.0,Earth,False,TRAPPIST-1e,False,F,372,S,1947,01,False
51.0,0.0,0.0,0.0,101.0,1357.0,Earth,False,TRAPPIST-1e,False,F,374,S,1950,01,False
23.0,382.0,0.0,398.0,8.0,0.0,Earth,False,TRAPPIST-1e,False,E,121,P,1952,01,False
58.0,0.0,0.0,0.0,0.0,717.0,Earth,False,TRAPPIST-1e,False,F,387,P,1953,01,False
37.0,2765.0,0.0,1134.0,0.0,0.0,Mars,False,TRAPPIST-1e,False,D,68,S,1956,01,False
44.0,708.0,0.0,5.0,0.0,74.0,Mars,False,PSO J318.5-22,False,D,68,S,1956,02,True
25.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,309,S,1957,01,False
15.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,C,66,P,1959,01,True
40.0,0.0,382.0,0.0,1.0,3822.0,Europa,False,TRAPPIST-1e,False,C,66,P,1959,02,False
29.0,0.0,433.0,2184.0,393.0,260.0,Europa,False,55 Cancri e,False,C,66,P,1959,03,True
36.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,E,122,P,1960,01,True
21.0,0.0,0.0,677.0,4.0,0.0,Earth,False,PSO J318.5-22,False,E,122,P,1960,02,True
35.0,302.0,6.0,0.0,6.0,613.0,Earth,False,TRAPPIST-1e,False,G,315,P,1961,01,True
24.0,3.0,361.0,94.0,824.0,160.0,Earth,False,TRAPPIST-1e,False,F,390,P,1962,01,False
2.0,0.0,0.0,0.0,0.0,0.0,Earth,False,55 Cancri e,False,G,316,P,1962,02,False
0.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,316,P,1962,03,True
43.0,0.0,0.0,0.0,1200.0,17.0,Earth,False,TRAPPIST-1e,False,F,391,P,1963,01,False
63.0,0.0,869.0,1.0,375.0,3377.0,Europa,False,TRAPPIST-1e,False,C,74,S,1964,01,False
30.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,318,P,1967,01,True
38.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,319,P,1968,01,True
27.0,523.0,5840.0,0.0,2448.0,2293.0,Europa,False,55 Cancri e,False,C,75,S,1969,01,True
54.0,3.0,0.0,56.0,633.0,0.0,Earth,False,PSO J318.5-22,False,F,375,S,1971,01,False
39.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,A,24,S,1973,01,True
41.0,2803.0,0.0,1.0,0.0,18.0,Mars,False,TRAPPIST-1e,False,D,63,P,1974,01,False
22.0,0.0,0.0,0.0,10.0,761.0,Earth,False,TRAPPIST-1e,False,G,310,S,1975,01,False
23.0,0.0,5840.0,0.0,1.0,2.0,Europa,False,55 Cancri e,False,B,82,S,1976,01,True
34.0,15.0,3578.0,0.0,181.0,473.0,Europa,False,TRAPPIST-1e,False,B,82,S,1976,02,True
26.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,True,B,82,S,1976,03,True
39.0,1.0,2972.0,0.0,3175.0,1.0,Europa,False,TRAPPIST-1e,False,B,82,S,1976,04,False
15.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,B,82,S,1976,05,True
64.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,B,82,S,1976,06,True
25.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,B,82,S,1976,07,True
35.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,393,P,1977,01,True
19.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,311,S,1978,01,True
26.0,401.0,0.0,693.0,62.0,0.0,Earth,False,TRAPPIST-1e,False,F,376,S,1979,01,False
3.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,312,S,1980,01,True
29.0,1434.0,5.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,G,312,S,1980,02,False
44.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,312,S,1980,03,True
27.0,196.0,602.0,0.0,0.0,198.0,Earth,False,TRAPPIST-1e,False,E,124,P,1981,01,False
17.0,414.0,0.0,139.0,28.0,173.0,Earth,False,PSO J318.5-22,False,G,320,P,1983,01,False
37.0,0.0,3166.0,0.0,91.0,6.0,Europa,False,55 Cancri e,False,00,00,00,1984,01,True
19.0,0.0,0.0,0.0,0.0,0.0,Mars,True,55 Cancri e,False,F,394,P,1985,01,True
44.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,321,P,1988,01,False
22.0,0.0,0.0,30.0,499.0,138.0,Earth,False,55 Cancri e,False,F,378,S,1991,01,False
22.0,213.0,85.0,352.0,12.0,1.0,Earth,False,TRAPPIST-1e,False,E,146,S,1991,02,True
21.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,379,S,1992,01,True
31.0,1062.0,0.0,802.0,71.0,0.0,Earth,False,TRAPPIST-1e,False,F,380,S,1993,01,False
17.0,0.0,0.0,249.0,537.0,5.0,Earth,False,TRAPPIST-1e,False,E,125,P,1994,01,True
30.0,231.0,0.0,0.0,274.0,26.0,Earth,False,PSO J318.5-22,False,G,314,S,1995,01,False
15.0,12.0,25.0,197.0,631.0,0.0,Earth,False,TRAPPIST-1e,False,F,381,S,1996,01,False
42.0,37.0,1670.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,G,315,S,1997,01,True
55.0,373.0,1.0,1.0,496.0,0.0,Earth,False,TRAPPIST-1e,False,F,383,S,1999,01,False
28.0,5.0,2676.0,13.0,0.0,157.0,Europa,False,55 Cancri e,False,C,76,S,2000,01,True
33.0,673.0,194.0,548.0,59.0,40.0,Earth,False,TRAPPIST-1e,False,F,396,P,2001,01,False
19.0,3.0,6.0,20.0,60.0,719.0,Earth,False,TRAPPIST-1e,False,G,323,P,2003,01,False
24.0,934.3333333333334,856.0,0.0,0.0,5.0,Earth,False,TRAPPIST-1e,False,F,386,S,2006,01,False
4.0,0.0,0.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,G,317,S,2006,02,False
2.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,317,S,2006,03,False
30.0,0.0,5734.0,0.0,5.0,1.0,Europa,False,55 Cancri e,False,A,25,S,2007,01,True
31.0,0.0,0.0,0.0,0.0,0.0,Europa,False,TRAPPIST-1e,False,B,59,P,2009,01,False
17.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,B,59,P,2009,02,True
40.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,B,59,P,2009,03,True
33.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,324,P,2010,01,True
46.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,318,S,2011,01,False
30.0,1250.0,865.0,0.0,3725.0,3854.0,Europa,False,55 Cancri e,True,B,60,P,2012,01,False
17.0,0.0,0.0,0.0,0.0,804.0,Earth,False,TRAPPIST-1e,False,F,398,P,2013,01,False
19.0,1139.0,18.0,0.0,0.0,671.0,Earth,False,TRAPPIST-1e,False,F,387,S,2015,01,True
22.0,0.0,5183.0,0.0,1080.0,2.0,Europa,False,55 Cancri e,False,B,83,S,2019,01,True
20.0,0.0,162.0,0.0,148.0,3854.0,Europa,False,55 Cancri e,False,B,83,S,2019,02,False
36.0,0.0,809.0,0.0,86.0,0.0,Earth,False,PSO J318.5-22,False,F,390,S,2022,01,False
0.0,0.0,0.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,G,322,S,2024,01,True
17.0,44.0,1535.0,10.0,51.0,0.0,Earth,False,55 Cancri e,False,E,150,S,2024,02,True
27.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,323,S,2026,01,True
15.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,323,S,2026,02,True
20.0,0.0,4.0,429.0,0.0,287.0,Earth,False,TRAPPIST-1e,False,G,323,S,2026,03,False
19.0,30.0,1.0,1051.0,0.0,6.0,Earth,False,55 Cancri e,False,F,399,P,2027,01,True
24.0,662.0,0.0,0.0,0.0,9.0,Earth,False,PSO J318.5-22,False,F,391,S,2028,01,False
43.0,0.0,6.0,730.0,1.0,0.0,Earth,False,55 Cancri e,False,F,400,P,2029,01,False
26.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,402,P,2032,01,True
42.0,399.0,75.0,38.0,771.0,0.0,Earth,False,TRAPPIST-1e,False,F,393,S,2034,01,False
21.0,6.0,133.0,503.0,0.0,2.0,Earth,False,TRAPPIST-1e,False,F,404,P,2038,01,False
50.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,B,85,S,2040,01,True
25.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,B,85,S,2040,02,True
64.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,327,P,2041,01,True
50.0,0.0,0.0,0.0,785.0,19.0,Earth,False,TRAPPIST-1e,False,F,394,S,2042,01,False
24.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,395,S,2043,01,True
27.0,0.0,0.0,634.0,1.0,23.0,Earth,False,TRAPPIST-1e,False,F,396,S,2044,01,True
42.0,0.0,0.0,0.0,0.0,0.0,Earth,True,55 Cancri e,False,G,324,S,2045,01,True
30.0,0.0,0.0,0.0,0.0,0.0,Earth,True,55 Cancri e,False,G,328,P,2046,01,False
20.0,2.0,0.0,694.0,0.0,22.0,Earth,False,TRAPPIST-1e,False,E,126,P,2051,01,True
31.0,162.0,1211.0,4.0,0.0,1.0,Mars,False,TRAPPIST-1e,False,E,151,S,2052,01,True
26.0,281.0,741.0,13.0,0.0,3854.0,Europa,False,55 Cancri e,False,C,68,P,2053,01,False
39.0,0.0,1347.6666666666667,0.0,1528.0,1119.0,Europa,False,55 Cancri e,False,C,69,P,2054,01,False
27.0,0.0,0.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,G,330,P,2055,01,False
32.0,0.0,58.0,0.0,0.0,642.0,Earth,False,PSO J318.5-22,False,G,330,P,2055,02,True
25.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,330,P,2055,03,True
6.0,0.0,0.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,G,330,P,2055,04,True
3.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,330,P,2055,05,True
11.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,330,P,2055,06,False
52.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,331,P,2056,01,False
14.0,16.0,0.0,0.0,712.0,149.0,Earth,False,TRAPPIST-1e,False,F,407,P,2056,02,False
68.0,0.0,286.0,0.0,1739.0,13.0,Earth,False,TRAPPIST-1e,False,F,407,P,2056,03,False
18.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,331,P,2056,04,True
55.0,2.0,0.0,0.0,0.0,907.0,Earth,False,TRAPPIST-1e,False,G,333,P,2059,01,True
22.0,1430.0,0.0,0.0,0.0,423.0,Earth,False,55 Cancri e,False,G,327,S,2060,01,False
34.0,0.0,5063.0,0.0,56.0,327.0,Europa,False,TRAPPIST-1e,False,D,65,P,2061,01,True
17.0,583.0,0.0,753.0,0.0,0.0,Mars,False,TRAPPIST-1e,False,F,398,S,2062,01,False
38.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,328,S,2063,01,False
13.0,12.0,0.0,0.0,0.0,1963.0,Earth,False,TRAPPIST-1e,False,F,410,P,2065,01,False
19.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,329,S,2066,01,True
30.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,C,70,P,2067,01,True
27.0,0.0,0.0,72.0,668.0,2713.0,Europa,False,TRAPPIST-1e,True,C,70,P,2067,02,False
17.0,263.6666666666667,1.0,533.0,326.0,0.0,Earth,False,TRAPPIST-1e,False,E,127,P,2070,01,True
45.0,0.0,3559.0,0.0,3615.0,163.0,Europa,False,55 Cancri e,False,C,78,S,2071,01,False
28.0,167.0,2406.0,71.0,283.0,650.0,Europa,False,55 Cancri e,False,C,78,S,2071,02,True
23.0,177.0,0.0,7.0,0.0,448.0,Earth,False,TRAPPIST-1e,False,F,401,S,2073,01,False
24.0,1289.0,3343.0,0.0,3926.0,729.0,Europa,False,TRAPPIST-1e,False,D,69,S,2074,01,False
23.0,9.0,4081.0,0.0,0.0,16.0,Europa,False,TRAPPIST-1e,False,D,69,S,2074,02,True
29.0,270.0,0.0,0.0,25.0,343.0,Earth,False,55 Cancri e,False,F,402,S,2075,01,False
46.0,430.0,0.0,340.0,52.0,61.0,Earth,False,TRAPPIST-1e,False,G,334,P,2080,01,False
17.0,8.0,911.0,0.0,0.0,0.0,Earth,False,PSO J318.5-22,False,F,411,P,2081,01,True
20.0,0.0,0.0,4.0,35.0,769.0,Earth,False,TRAPPIST-1e,False,G,335,P,2082,01,False
24.0,121.0,20.0,0.0,68.0,506.0,Earth,False,TRAPPIST-1e,False,F,407,S,2083,01,False
40.0,19.0,10.0,1.0,3926.0,3854.0,Europa,False,TRAPPIST-1e,False,A,16,P,2084,01,False
27.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,A,16,P,2084,02,True
38.0,0.0,590.0,2184.0,3926.0,99.0,Europa,False,TRAPPIST-1e,False,C,72,P,2085,01,False
65.0,51.0,4451.0,0.0,20.0,397.0,Europa,False,TRAPPIST-1e,False,A,26,S,2086,01,True
19.0,0.0,1342.0,0.0,152.0,556.0,Europa,False,TRAPPIST-1e,False,A,26,S,2086,02,True
54.0,0.0,0.0,872.0,0.0,1.0,Earth,False,TRAPPIST-1e,False,F,408,S,2087,01,True
38.0,0.0,717.0,0.0,0.0,0.0,Earth,False,55 Cancri e,False,F,409,S,2088,01,False
40.0,51.0,0.0,1.0,368.0,509.0,Earth,False,TRAPPIST-1e,False,G,331,S,2088,02,True
21.0,0.0,2.0,133.0,0.0,549.0,Earth,False,PSO J318.5-22,False,F,412,P,2089,01,False
22.0,8.0,0.0,801.0,0.0,12.0,Earth,False,TRAPPIST-1e,False,F,413,P,2090,01,True
33.0,356.0,163.33333333333334,0.0,245.0,0.0,Earth,False,TRAPPIST-1e,False,F,414,P,2091,01,False
18.0,29.0,0.0,2184.0,0.0,1.0,Mars,False,TRAPPIST-1e,False,D,70,S,2092,01,True
43.0,546.0,0.0,41.0,710.0,0.0,Mars,False,TRAPPIST-1e,False,E,153,S,2092,02,False
13.0,2803.0,0.0,1605.0,1266.0,0.0,Mars,False,TRAPPIST-1e,False,00,00,00,2092,03,False
26.0,1751.0,0.0,0.0,0.0,0.0,Mars,False,TRAPPIST-1e,False,F,410,S,2092,04,False
22.0,2300.0,0.0,22.0,256.0,0.0,Mars,False,TRAPPIST-1e,False,D,70,S,2092,05,False
21.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,415,P,2094,01,True
25.0,0.0,11.0,0.0,13.0,1344.0,Earth,False,PSO J318.5-22,False,F,411,S,2095,01,False
29.0,216.0,10.0,611.0,594.0,0.0,Mars,False,TRAPPIST-1e,False,F,412,S,2096,01,False
49.0,1624.0,0.0,68.0,301.3333333333333,0.0,Mars,False,TRAPPIST-1e,False,F,412,S,2096,02,False
29.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,B,86,S,2097,01,True
45.0,10.0,1095.0,1474.0,0.0,0.0,Mars,False,TRAPPIST-1e,False,D,71,S,2099,01,True
45.0,0.0,0.0,734.0,3.0,5.0,Earth,False,PSO J318.5-22,False,F,413,S,2100,01,True
30.0,63.0,5840.0,249.0,2624.0,3854.0,Europa,False,TRAPPIST-1e,False,C,79,S,2102,01,False
29.0,776.0,0.0,4.0,0.0,23.0,Earth,False,TRAPPIST-1e,False,F,414,S,2104,01,False
26.0,0.0,0.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,00,00,00,2104,02,False
16.0,0.0,0.0,0.0,0.0,0.0,Earth,True,55 Cancri e,False,G,335,S,2105,01,False
20.0,1.0,0.0,0.0,3926.0,1.0,Earth,False,55 Cancri e,False,G,336,S,2106,01,False
33.0,235.0,2.0,1.0,650.0,0.0,Earth,False,TRAPPIST-1e,False,G,338,P,2107,01,False
18.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,339,P,2110,01,False
24.0,600.0,593.0,1404.0,0.0,1.0,Mars,False,TRAPPIST-1e,False,F,417,P,2111,01,False
29.0,860.0,305.0,18.0,1415.0,0.0,Mars,False,TRAPPIST-1e,False,F,418,P,2112,01,False
40.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,B,87,S,2114,01,True
27.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,D,72,S,2115,01,True
35.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,339,S,2116,01,False
31.0,0.0,5840.0,0.0,3926.0,267.0,Europa,False,TRAPPIST-1e,False,00,00,00,2117,01,False
26.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,340,P,2118,01,False
49.0,0.0,0.0,1058.0,0.0,0.0,Mars,False,TRAPPIST-1e,False,D,73,S,2120,01,True
23.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,341,P,2121,01,False
23.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,342,P,2123,01,False
14.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,342,P,2123,02,True
21.0,770.0,0.0,0.0,40.0,0.0,Earth,False,55 Cancri e,False,G,341,S,2124,01,False
18.0,0.0,1.0,0.0,80.0,826.0,Earth,False,TRAPPIST-1e,False,G,343,P,2125,01,False
24.666666666666668,717.0,0.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,F,415,S,2126,01,False
19.0,721.0,62.0,7.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,F,419,P,2127,01,True
